Geo Shape;NUMERO;INTITULE;ADRESSE;CATEGORIE;geo_point_2d
"{""type"": ""Polygon"", ""coordinates"": [[[1.420841079547226, 43.65445805561516], [1.420861184214947, 43.65445923926428], [1.420876256599949, 43.65446036322385], [1.420886297167908, 43.65446140949775], [1.420902610230886, 43.65446345961356], [1.420917611786948, 43.65446731927856], [1.42094133103716, 43.65447495283445], [1.420953769275363, 43.65448060496039], [1.420963691489505, 43.654486222744325], [1.420968534122638, 43.654493607652235], [1.420970860962956, 43.654500949220356], [1.420976919090404, 43.65455860115764], [1.420984727424206, 43.65454865224141], [1.420996552241672, 43.65452962988394], [1.421001891836475, 43.654517819819546], [1.421003450958315, 43.65450596715961], [1.42100378226058, 43.654493170512275], [1.421001573772244, 43.654481257427975], [1.420994356764844, 43.65446836675972], [1.420981989353232, 43.65445997892725], [1.420965830572862, 43.654452448571014], [1.420949564807897, 43.65444857165719], [1.420930783020372, 43.654444660399676], [1.420908186097251, 43.65444252451778], [1.420890573925621, 43.65444228412307], [1.42087291445465, 43.654443870532546], [1.420860239732139, 43.654447352432236], [1.420841079547226, 43.65445805561516]]]}";505035;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6544787436,1.4209506117
"{""type"": ""Polygon"", ""coordinates"": [[[1.420639396228531, 43.6544214901176], [1.420667474468548, 43.65440634458116], [1.420714630902941, 43.6543841406626], [1.420746642619828, 43.654362648217656], [1.420764562351726, 43.65435100988992], [1.420742060075779, 43.65434522036169], [1.420734559318076, 43.65434329051798], [1.420715648058607, 43.65434485981527], [1.420696640936241, 43.65434917348091], [1.420683989992396, 43.65435173745844], [1.420670474381007, 43.65435561295853], [1.420670647011056, 43.65435612844225], [1.420670381649839, 43.65435679998694], [1.420669913277413, 43.65435717168667], [1.420650765481623, 43.654367875007644], [1.42065052696249, 43.654367988780486], [1.420649592737266, 43.65436815607149], [1.420648667833446, 43.65436796340053], [1.420648436771434, 43.654367789203796], [1.420635476002589, 43.654378486962266], [1.420625033460828, 43.654392964025035], [1.420626108441749, 43.654400288510914], [1.420628458774164, 43.65440672118231], [1.420633348900071, 43.65441227029861], [1.420639396228531, 43.6544214901176]]]}";505034;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6543765721,1.42068477251
"{""type"": ""Polygon"", ""coordinates"": [[[1.420870393478855, 43.654200766923715], [1.420893463297898, 43.65418463474254], [1.420948475064622, 43.65415065500767], [1.420985636723034, 43.654124668658376], [1.420970753604187, 43.654116237484324], [1.420955633772738, 43.654116949343106], [1.420934028759402, 43.654124873491604], [1.420916227487639, 43.65413194032927], [1.420897020113099, 43.65414447032983], [1.420866260140171, 43.654165988904005], [1.420859739806201, 43.65417503716668], [1.420857081893489, 43.65418048324488], [1.420856869161075, 43.6541886993771], [1.420860495086072, 43.654194231228146], [1.420865456048826, 43.654197044624055], [1.420870393478855, 43.654200766923715]]]}";505032;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6541543775,1.42091442604
"{""type"": ""Polygon"", ""coordinates"": [[[1.414980684087282, 43.648039824124545], [1.414988349918546, 43.64803536501435], [1.41503563351006, 43.64800768276107], [1.415013418937492, 43.64799093125163], [1.415060761409995, 43.64796050410493], [1.415047002046572, 43.64795757889481], [1.415038214563518, 43.64795654026252], [1.415029415621996, 43.647956419703355], [1.415020580435857, 43.64795721687769], [1.415011734024298, 43.647958923126104], [1.415002875219369, 43.64796062920403], [1.414991441963946, 43.64796503669427], [1.414983752055562, 43.64797042270781], [1.414977337912898, 43.64797489896836], [1.41497218760919, 43.64797940154808], [1.414966989833388, 43.64798573093641], [1.414961792290353, 43.64799205132547], [1.414959110267783, 43.64799841518471], [1.41495771617166, 43.648003878460514], [1.414957597609508, 43.64800844098312], [1.414958730495041, 43.64801302965558], [1.414959852154771, 43.64801852740272], [1.41496222549648, 43.648024042300605], [1.414965850520514, 43.64802957434911], [1.414970787091365, 43.64803329690912], [1.414975723662818, 43.64803701946891], [1.414980684087282, 43.648039824124545]]]}";505026;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.647994717,1.41499893854
"{""type"": ""Polygon"", ""coordinates"": [[[1.415082958467889, 43.647929741423425], [1.415080377732797, 43.647884019580836], [1.415110590358459, 43.6478835242966], [1.415105624097944, 43.64783227838973], [1.4151006162174, 43.647831300548276], [1.415094333042389, 43.64783121446229], [1.415085498109065, 43.647832002642595], [1.415079191083159, 43.64783283445982], [1.415074112117894, 43.64783459233123], [1.41506902075949, 43.64783635003265], [1.415065205864487, 43.64783812522304], [1.41505881535903, 43.64784169258336], [1.415053641455181, 43.6478471040719], [1.415048467550417, 43.64785251556019], [1.415044534098446, 43.64785885327286], [1.415040611870401, 43.647864281910614], [1.415040421994233, 43.64787158914657], [1.415039004056824, 43.64787797032762], [1.415038861649526, 43.64788345075456], [1.41503999453885, 43.64788803942643], [1.415042344265143, 43.64789446322789], [1.415047114571772, 43.64790458411573], [1.415054448334474, 43.64791290366464], [1.415061876802228, 43.6479175785942], [1.415068077442445, 43.64792131846964], [1.415075529763204, 43.647925075494314], [1.415082958467889, 43.647929741423425]]]}";505025;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6478728219,1.41507378893
"{""type"": ""Polygon"", ""coordinates"": [[[1.414660850659027, 43.64858006919164], [1.414668540672769, 43.648574683200785], [1.414714584364725, 43.64854607485587], [1.414694885461395, 43.64852935776527], [1.414740952729096, 43.648499840504705], [1.414733452879998, 43.64849791026772], [1.414718405704057, 43.64849587660077], [1.414709606685374, 43.6484957560173], [1.414700771650832, 43.648496544168], [1.414691912759133, 43.64849825022178], [1.414683066259923, 43.648499956444695], [1.414674159886724, 43.64850348930552], [1.414667781681682, 43.64850705681319], [1.414660115533815, 43.64851152490041], [1.414652378280017, 43.64851872870013], [1.414647180658974, 43.6485250490738], [1.414641911697665, 43.648534114159276], [1.414639182136308, 43.64854230481817], [1.414639063549285, 43.648546867339554], [1.414638944728345, 43.64855143885999], [1.414640077833892, 43.648556018535565], [1.414641223098705, 43.648560607380034], [1.414643643680271, 43.64856430447403], [1.414647316188881, 43.64856800972307], [1.414650977701158, 43.64857261504741], [1.414655914062842, 43.64857634661915], [1.414660850659027, 43.64858006919164]]]}";505016;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6485337615,1.41467936127
"{""type"": ""Polygon"", ""coordinates"": [[[1.415207696364169, 43.64889276583039], [1.415210704420371, 43.64892204637794], [1.415219515894608, 43.648922167093055], [1.415225799182164, 43.648922253172216], [1.415233370178234, 43.64892144766396], [1.415239689707664, 43.64892061600843], [1.415244792373541, 43.64891794922581], [1.41525114697293, 43.64891529059153], [1.415256226023068, 43.648913532713046], [1.415261352536154, 43.64890994802597], [1.415265227348668, 43.64890634619121], [1.415270377475202, 43.648901852599074], [1.415274334819286, 43.64889459697748], [1.415277016848373, 43.64888823311307], [1.415279675028663, 43.64888278715229], [1.41527986487932, 43.648875479918686], [1.415280054729931, 43.64886817268509], [1.415278969033216, 43.6488617662079], [1.415276595630279, 43.64885625131826], [1.415271730285399, 43.64884978406029], [1.415266841093133, 43.64884423470582], [1.415261951901759, 43.64883868535117], [1.415252078594772, 43.64883124025804], [1.41524336229485, 43.648827456929496], [1.415238354330401, 43.64882647909438], [1.415240994846842, 43.6488703832778], [1.415206978000349, 43.648871744715876], [1.415207696364169, 43.64889276583039]]]}";505011;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6488817314,1.41524454944
"{""type"": ""Polygon"", ""coordinates"": [[[1.412587329297978, 43.65151506992778], [1.411417528383396, 43.65129889192602], [1.41141347526391, 43.651309801019465], [1.411406703536813, 43.651327982614575], [1.411376863431609, 43.651410735707415], [1.411388143570667, 43.65141271806849], [1.411394855338177, 43.651396363109946], [1.411419330570523, 43.65132632855156], [1.412559083853906, 43.65153661183839], [1.41253338198178, 43.65160571155314], [1.412553414111332, 43.65160964135471], [1.412584551781916, 43.65152508733458], [1.412587329297978, 43.65151506992778]]]}";505005;Sesquieres;Sesquieres;ENA - Espaces naturels aménagé;43.6514244913,1.41200225328
"{""type"": ""Polygon"", ""coordinates"": [[[1.425552434080991, 43.59371921123922], [1.425511542316029, 43.59389710011997], [1.426133316764841, 43.59409186508386], [1.426243758197199, 43.59406428219785], [1.426289335899581, 43.59398659079053], [1.425552434080991, 43.59371921123922]]]}";121032;JARDIN RUE DE CUGNAUX;87 RUE DE CUGNAUX;PJS - Parcs, jardins et square;43.5939215655,1.42587319967
"{""type"": ""Polygon"", ""coordinates"": [[[1.461276826332121, 43.61090842214178], [1.461099425932871, 43.61057401120098], [1.461058812557301, 43.61050179429574], [1.461016980787417, 43.6104248349485], [1.460956125627122, 43.61031272042851], [1.460933292793386, 43.61027091587242], [1.460809898647941, 43.61007222178572], [1.460795905010631, 43.6100503489381], [1.460767102827139, 43.61006053414953], [1.460633627854137, 43.6101058569291], [1.460151939416386, 43.61027716526063], [1.460106877293002, 43.61033074985904], [1.460115244299976, 43.6107367028412], [1.459910017275272, 43.61079093555423], [1.459891107513441, 43.610926087173105], [1.459876588213875, 43.61102815982429], [1.45986486831294, 43.6111170003816], [1.460108071070429, 43.61122579200819], [1.460118234905575, 43.611154908289684], [1.460131533308328, 43.611046211671244], [1.460230727274103, 43.61103089663628], [1.460328608327147, 43.611015564031206], [1.460536135055421, 43.61098216550025], [1.460939098032509, 43.61094081789556], [1.461044713655579, 43.61093123209519], [1.461276826332121, 43.61090842214178]], [[1.460175437121654, 43.610805291883274], [1.460178582645625, 43.61094629171977], [1.460256731931339, 43.61094500100515], [1.460256164494506, 43.61080591698995], [1.460175437121654, 43.610805291883274]], [[1.460047894604889, 43.610890393142675], [1.460044292230752, 43.61095754729196], [1.460152300004522, 43.61096217278427], [1.460157237324577, 43.61089219168901], [1.460047894604889, 43.610890393142675]], [[1.460158626292761, 43.61044279756823], [1.46015116918797, 43.610507073664614], [1.460192792817078, 43.61051022973896], [1.460190051895717, 43.61051967264957], [1.460244694406401, 43.61052293009037], [1.460250513476985, 43.61048134496673], [1.460289523094966, 43.61048449319746], [1.460292775329872, 43.61044004716374], [1.460200423998028, 43.6104336498196], [1.460200261331874, 43.61044500855139], [1.460158626292761, 43.61044279756823]]]}";241045;PARC MERICANT;RUE CALVET;PJS - Parcs, jardins et square;43.6106326749,1.46055247496
"{""type"": ""Polygon"", ""coordinates"": [[[1.442754059121562, 43.61987590823685], [1.44263108653413, 43.61991278179798], [1.442742223372951, 43.62014451249337], [1.442764976196506, 43.62019105474104], [1.442807903164697, 43.620281277768676], [1.442849588871284, 43.62036770309394], [1.442867268334273, 43.62040474258249], [1.442929176045516, 43.620532013559064], [1.442985987006592, 43.62065167193519], [1.443255386691888, 43.620577159425714], [1.443018715607831, 43.6201183123855], [1.442984503405945, 43.6200546555437], [1.44289973681627, 43.61988841185484], [1.442875707223327, 43.619840916194725], [1.442754059121562, 43.61987590823685]], [[1.442937738102553, 43.62039945299193], [1.443110798500217, 43.62035674488253], [1.44301014795851, 43.620147166412515], [1.442833869614978, 43.620192171627814], [1.442926545865855, 43.620400526583765], [1.442937738102553, 43.62039945299193]]]}";431052;JARDIN RUE DE TUNIS;RUE BAPTISTE MARCET;PJS - Parcs, jardins et square;43.6202452253,1.44293221857
"{""type"": ""Polygon"", ""coordinates"": [[[1.464927198130644, 43.61906296604564], [1.465923985000406, 43.6190937230515], [1.466009339344806, 43.6190694421246], [1.466016249799033, 43.61907156831692], [1.466077314896183, 43.61890244285049], [1.466052889183272, 43.618886769951196], [1.465622748186951, 43.61861142686661], [1.465573639148513, 43.618579996421936], [1.465696582637517, 43.61847607645752], [1.465732189303078, 43.61844672446788], [1.46555892380377, 43.61836491718765], [1.465503804620972, 43.61833893433296], [1.465396004929893, 43.618288054174485], [1.464866243881448, 43.61803795152308], [1.46446140521537, 43.6183554868133], [1.464783593994107, 43.61857292982432], [1.464660898741485, 43.61866839000854], [1.464775686461429, 43.618749836283634], [1.464722691883103, 43.61879849200693], [1.46493245381461, 43.6189436838675], [1.464927198130644, 43.61906296604564]]]}";241021;JARDIN PIERRE ROUS;F 135 RUE DE PERIOLE;PJS - Parcs, jardins et square;43.6186399834,1.46523706001
"{""type"": ""Polygon"", ""coordinates"": [[[1.394414197995148, 43.555145066007555], [1.394335521126269, 43.555703592105935], [1.394496682321913, 43.557092926092764], [1.394494998690488, 43.55753096908067], [1.394495787042022, 43.5575631463169], [1.394494126100458, 43.557585836780774], [1.394487129799172, 43.5576170055486], [1.394485418775973, 43.55764348540896], [1.394481171169951, 43.55766521264947], [1.394474162629194, 43.55769731751576], [1.394436669982528, 43.55784649151835], [1.394431184913536, 43.55786537473935], [1.394428286917496, 43.55788332164173], [1.3944240892689, 43.55790220475302], [1.394421078645514, 43.55792867554755], [1.394419442352122, 43.557949484808184], [1.394418993559183, 43.557977863753415], [1.394417307655352, 43.55800244441157], [1.394418183263888, 43.55802988749135], [1.394419170937541, 43.55804976994858], [1.394425431800075, 43.558064954331094], [1.394431605288421, 43.558085818136114], [1.394440340062551, 43.558109553361255], [1.394454135902346, 43.558142784653256], [1.394461708813446, 43.55815703299594], [1.394470556140703, 43.55817318959763], [1.394603452344397, 43.558408942211074], [1.394914657183358, 43.55830935030227], [1.395096847656639, 43.55822381857555], [1.39486291119863, 43.55705150877013], [1.395157904345075, 43.556989627908656], [1.395177484042544, 43.556985056561004], [1.395332820973484, 43.55695228469276], [1.395124906422231, 43.55502599939743], [1.394414197995148, 43.555145066007555]]]}";364031;ESPACE BOISE DE MONLONG;~51 CHE DE LESTANG;ENA - Espaces naturels aménagé;43.5565584695,1.39479339639
"{""type"": ""Polygon"", ""coordinates"": [[[1.449181760205141, 43.5933506626095], [1.44919035610327, 43.59338479792319], [1.449201589280085, 43.59341799636738], [1.449216710844968, 43.593451228980534], [1.449234457087209, 43.59348353355532], [1.449254815399657, 43.5935149189237], [1.449277810015273, 43.59354443115794], [1.449303405315932, 43.59357396027685], [1.449331636924405, 43.59360161625838], [1.449343477388673, 43.593611884787904], [1.449603545619519, 43.5937705567381], [1.449646833526662, 43.59379355333352], [1.449666166508295, 43.59380338219341], [1.450205644033703, 43.59331313760869], [1.449411203113858, 43.592869701534426], [1.449370991834872, 43.592908475395944], [1.449374449712909, 43.59291034026996], [1.449342830037786, 43.59293562680686], [1.449237873083357, 43.5930589104157], [1.449224793754492, 43.59308230313093], [1.449208695300682, 43.593114351626475], [1.449195186082601, 43.59314735310544], [1.449185577361758, 43.59318039791941], [1.449178570267591, 43.5932143958847], [1.449175463681797, 43.59324843718646], [1.449174957971507, 43.59328248638085], [1.449177052455274, 43.593316570465845], [1.449181760205141, 43.5933506626095]]]}";153076;JARDIN DU MUSEUM;ALL DES JUSTES DES NATIONS;PJS - Parcs, jardins et square;43.5933369693,1.44960760774
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.396567783213365, 43.55444671842073], [1.398556266858421, 43.55435610317467], [1.398502518424984, 43.554302809733116], [1.398501595106184, 43.55421242884436], [1.396500494225905, 43.55430996196945], [1.396567783213365, 43.55444671842073]]], [[[1.396425681036962, 43.554456565954425], [1.396354698472954, 43.554302086022474], [1.394970682454561, 43.55437771236942], [1.394980531931985, 43.554529093014146], [1.396425681036962, 43.554456565954425]]]]}";364032;PROMENADE MAROT;PROMENADE BERNARD MARROT;ENA - Espaces naturels aménagé;43.5543685124,1.39672600706
"{""type"": ""MultiPolygon"", ""coordinates"": [[[[1.396922359263895, 43.62081799050647], [1.397725223490693, 43.620862904960696], [1.39805785893205, 43.62088267399996], [1.39829511080536, 43.62088464644381], [1.398485341707982, 43.62085192010143], [1.398659967880029, 43.62081034404472], [1.399089644867127, 43.62071056101268], [1.399199930519154, 43.62069455129985], [1.399295326858388, 43.62069533185958], [1.399484608542698, 43.620722375583114], [1.399563248609546, 43.620748769820125], [1.399688973323798, 43.62076682230726], [1.399782846127553, 43.620802078511566], [1.399844716840298, 43.62086262957406], [1.399906325503682, 43.620940740623496], [1.399952179005203, 43.62102708685098], [1.399966301456596, 43.621130278538075], [1.399976479468666, 43.62120856906157], [1.399981545549704, 43.6212289755467], [1.399983221032991, 43.62123218557509], [1.400002461839412, 43.621313149176274], [1.400776136770087, 43.62149479866049], [1.400801317342866, 43.621406842587895], [1.400994887342907, 43.62074635029072], [1.400991666893258, 43.620495652433775], [1.401628626746291, 43.618872471282266], [1.40179551968771, 43.61844595863366], [1.40166495736351, 43.61843488135632], [1.401623696210293, 43.61854693082464], [1.401513269809001, 43.618864628850865], [1.401427190812557, 43.61909957135552], [1.40133663363284, 43.61931149578409], [1.401299684376613, 43.61939749781903], [1.401283325920592, 43.61943067048022], [1.40124385628781, 43.61949935306689], [1.401218909904681, 43.61955761364774], [1.401194936848746, 43.61962128911248], [1.40115053132779, 43.61976957451644], [1.401100315590664, 43.619926781935725], [1.401051722016507, 43.62003152786376], [1.40101807104146, 43.62008147585106], [1.400958167560869, 43.62021586321927], [1.400901737094028, 43.62035957104037], [1.400881439743452, 43.62044373267479], [1.400873339435563, 43.62051167865769], [1.40087236673614, 43.62055352628343], [1.40087674552634, 43.62060868142331], [1.400884337236357, 43.62069727983434], [1.400883612287698, 43.620739130883734], [1.400875520263164, 43.620811488141506], [1.40085619694617, 43.6208773883972], [1.400834199010502, 43.620936589895024], [1.400789334014079, 43.62109288087867], [1.400786749291683, 43.62110166746267], [1.400749445988075, 43.621234206701786], [1.400733417477637, 43.621302043001606], [1.400719557458286, 43.62138170240936], [1.400713049149475, 43.62141726181423], [1.400485549167227, 43.62135992058655], [1.400384725930688, 43.62133448944623], [1.400010314414114, 43.62123909621637], [1.399984999875743, 43.620998454329694], [1.399914895756761, 43.62088421622866], [1.399814878356133, 43.62079123283504], [1.399686744118573, 43.62073794781494], [1.39953312229974, 43.620692141929425], [1.39937076641699, 43.620664687822085], [1.399267280474235, 43.62065768271036], [1.399112720035184, 43.620671765137935], [1.398794380628732, 43.62074899975551], [1.39849296731746, 43.62082482951387], [1.398238731976921, 43.62085805559544], [1.398010425038496, 43.620856161955295], [1.397809823872743, 43.62084067107218], [1.397165596556669, 43.62080154834652], [1.396920720385746, 43.62077801517889], [1.396922359263895, 43.62081799050647]]], [[[1.400692576007386, 43.6217591770825], [1.400059188288797, 43.62160207333803], [1.400152025581451, 43.62196142756224], [1.400230298903451, 43.622477878695626], [1.40027609465431, 43.62261517737841], [1.400280437408105, 43.62263907575426], [1.400342755269791, 43.62270251342383], [1.400390504451419, 43.622683998935386], [1.400411715541069, 43.62263547248088], [1.400692576007386, 43.6217591770825]]]]}";461031;COULEE VERTE ANCELY;;ENA - Espaces naturels aménagé;43.6209955346,1.40049880577
"{""type"": ""Polygon"", ""coordinates"": [[[1.440270211062078, 43.60776824009759], [1.440298438911628, 43.607772870062924], [1.440293324606886, 43.60779410960951], [1.440310588640677, 43.607809871582695], [1.440317502048699, 43.60781761685147], [1.440381355241128, 43.607826346390254], [1.440381562012319, 43.60783473936482], [1.440396634070975, 43.60785240725555], [1.440493524930782, 43.607843838828195], [1.440540040007878, 43.60786152577105], [1.440566306398875, 43.607817822632285], [1.440555613248067, 43.607814482550644], [1.440586862572166, 43.6077575861734], [1.440554125781074, 43.607723349759304], [1.440565545695945, 43.60769824323488], [1.440488726630983, 43.607672333450964], [1.440355893945707, 43.60763780886178], [1.440347528517775, 43.607640828813594], [1.440300524051964, 43.60763260565301], [1.440270211062078, 43.60776824009759]]]}";111046;JARDIN CARTAILHAC;F 20 RUE EMILE CARTAILHAC;PJS - Parcs, jardins et square;43.6077483781,1.44042422139
"{""type"": ""Polygon"", ""coordinates"": [[[1.484542635667285, 43.57920920042073], [1.484650771600628, 43.57931024763834], [1.484515940978347, 43.579384207061175], [1.484497669266757, 43.579369500636346], [1.48440421092343, 43.57942797838016], [1.48442467293665, 43.57944673759884], [1.484288094272689, 43.5795267414147], [1.484308241854055, 43.57954669384114], [1.484276523116674, 43.57956586687482], [1.484397219842218, 43.57967523521173], [1.484615578572173, 43.579544288267996], [1.48463598646105, 43.579530800325955], [1.484767087507959, 43.57965307004868], [1.484749136301264, 43.579665365910486], [1.484801778890691, 43.57971222027749], [1.485132290569938, 43.57951742197808], [1.484696099097121, 43.57912389930197], [1.484542635667285, 43.57920920042073]]]}";251072;JARDIN CORRAZE;Entre 3 et  3B Rue Raymond Corraze;PJS - Parcs, jardins et square;43.5794523076,1.48471460318
"{""type"": ""Polygon"", ""coordinates"": [[[1.438694871409268, 43.56318095625559], [1.438695080369949, 43.56317907755956], [1.43930182927243, 43.56319150803236], [1.439377822393507, 43.562664619766295], [1.439379126564143, 43.56265185385009], [1.439476559668987, 43.562181196582614], [1.439482973976761, 43.562157390624776], [1.439633556760405, 43.561584273616596], [1.43965925867626, 43.56148824911624], [1.439744024575683, 43.56115180060756], [1.439894829954959, 43.56063763447306], [1.439932395586686, 43.56046870587066], [1.439524756859716, 43.560412308456286], [1.43943628476197, 43.56061858474126], [1.439378112538408, 43.56076350420508], [1.439327883052596, 43.560871296629536], [1.43930955875399, 43.560914035962654], [1.439299447737683, 43.56093232745774], [1.439177821580667, 43.56119334986494], [1.439083389660611, 43.561502929970295], [1.438962274621828, 43.56185771100204], [1.438851296816536, 43.56231665268713], [1.438711936483679, 43.56301945717382], [1.438694871409268, 43.56318095625559]]]}";252075;ESCAGAROL;CHEMIN DES ETROITS;ENA - Espaces naturels aménagé;43.5618751826,1.43928806631
"{""type"": ""Polygon"", ""coordinates"": [[[1.416490414835701, 43.60226858266718], [1.416439266064029, 43.603027325179355], [1.41670775955218, 43.603192866429076], [1.416821281131226, 43.60326274958287], [1.416940172500248, 43.60333576697892], [1.417339323109828, 43.60280054827793], [1.41749419972588, 43.60264188575599], [1.417942491279857, 43.6022416536571], [1.417991650356561, 43.6021612147902], [1.418051245796458, 43.6020652545447], [1.418058362273593, 43.60205355878628], [1.41806252535015, 43.60204110241496], [1.418067279617131, 43.60202973442331], [1.418069795513185, 43.602018695893825], [1.418073108061154, 43.60200559771324], [1.418075628619451, 43.60199437919921], [1.418077293988939, 43.60198269886077], [1.418079057539742, 43.60197201013084], [1.418077610696283, 43.601960917367805], [1.418079819220354, 43.60192349757553], [1.417997560094195, 43.60178022373627], [1.417968076125933, 43.60178981287366], [1.417872250249558, 43.60182109000824], [1.417837667349248, 43.601832400799985], [1.416490414835701, 43.60226858266718]]]}";124028;PARC DE BOURRASSOL;IMPASSE POUVILLON;PJS - Parcs, jardins et square;43.6025005795,1.41714611631
"{""type"": ""Polygon"", ""coordinates"": [[[1.431280219403746, 43.595422095830834], [1.43132073664972, 43.595476057018224], [1.431494694198785, 43.59568383475239], [1.43174265822752, 43.59577319056142], [1.43193493087011, 43.595602197046794], [1.431591789814445, 43.595314154430085], [1.431573581755586, 43.59529968354337], [1.431538357645568, 43.59527255841779], [1.431508287858294, 43.59524730371115], [1.431436570555836, 43.59529548352652], [1.431452045240589, 43.595310277435296], [1.431372203055143, 43.59536131773663], [1.431355062600359, 43.59537278822449], [1.431280219403746, 43.595422095830834]]]}";121036;JARDIN CLEMENCE ISAURE;F 149 RUE DE CUGNAUX;PJS - Parcs, jardins et square;43.5955252613,1.43159962495
"{""type"": ""Polygon"", ""coordinates"": [[[1.473165714227314, 43.579871123303484], [1.473416020072127, 43.57976057760242], [1.47328172170908, 43.5796021439582], [1.473088998079011, 43.57969883946642], [1.473074178706012, 43.579713560559725], [1.473066205931047, 43.5797308117705], [1.473065703446877, 43.57975090742259], [1.473069124006958, 43.57976466323428], [1.473072602853012, 43.57977658333256], [1.473165714227314, 43.579871123303484]]]}";251073;JARDIN AMBROISE THOMAS;AP 50 Chemin de la Butte;PJS - Parcs, jardins et square;43.5797396833,1.47322782172
"{""type"": ""Polygon"", ""coordinates"": [[[1.44915519467172, 43.649523277341096], [1.448944167282279, 43.64938323670294], [1.449075017355888, 43.64927569548072], [1.44901163183983, 43.64924926143422], [1.448753271240807, 43.6494597522471], [1.448886566015934, 43.64975920600263], [1.448957765788127, 43.64972993130807], [1.449010655192069, 43.649665518593466], [1.449044098256282, 43.649610153400666], [1.449057727975248, 43.64957778421901], [1.449126202946046, 43.64952986536627], [1.44915519467172, 43.649523277341096]]]}";433103;ABORDS ADJ MARIA COMBES;1 Rue Flora Tristan;PJS - Parcs, jardins et square;43.6495164718,1.44893419756
"{""type"": ""Polygon"", ""coordinates"": [[[1.48950381021627, 43.63497288440355], [1.489391695165787, 43.634774947940066], [1.488850007141878, 43.63495520637793], [1.488690200550625, 43.634702732104195], [1.488338865369347, 43.634816932999605], [1.488658208521964, 43.63533374358271], [1.488913139003149, 43.63525117605897], [1.488944789579168, 43.63524337061488], [1.488958232890164, 43.63525907497894], [1.489474468835603, 43.63504011640317], [1.489482919227272, 43.63500367800597], [1.48950381021627, 43.63497288440355]]]}";242023;RESIDENCE DE GRAMONT;21 HENRI JANSOU;PJS - Parcs, jardins et square;43.6350098887,1.48889569146
"{""type"": ""Polygon"", ""coordinates"": [[[1.452378463137386, 43.618399123484444], [1.452275739113758, 43.618601929297476], [1.452112087785566, 43.61855749079731], [1.452047038528453, 43.61867064288425], [1.451811394140641, 43.61901792879785], [1.452278582634275, 43.619081483065315], [1.452346097185723, 43.61890825561109], [1.452551164525468, 43.618950124272104], [1.45258845517154, 43.61886977383866], [1.452662642190797, 43.61869626640757], [1.452708947905883, 43.61855943921347], [1.452721628854214, 43.61849425232499], [1.452378463137386, 43.618399123484444]]]}";241023;JARDIN LAPUJADE;33 CHEMIN LAPUJADE;PJS - Parcs, jardins et square;43.6187596488,1.45230289572
"{""type"": ""Polygon"", ""coordinates"": [[[1.438635702553142, 43.61773379408986], [1.438626999917655, 43.61768067993433], [1.438610612286297, 43.61758359370891], [1.438573381444438, 43.617367431422736], [1.438549321217052, 43.617226382267155], [1.438541682817747, 43.61718059234796], [1.438433173045108, 43.61719374660926], [1.438334640113667, 43.61721069046835], [1.438349857256015, 43.61730410600276], [1.438355518732586, 43.617328848821344], [1.438359729548072, 43.61736089092953], [1.438365284922507, 43.61738929625698], [1.43837177652031, 43.617430506521615], [1.438386070168518, 43.61751110827461], [1.438394772339883, 43.61756423145075], [1.438403568018852, 43.6176137009475], [1.438428715635256, 43.61776115644669], [1.438635702553142, 43.61773379408986]]]}";431051;JARDIN GIESPER;28-34 RUE CONDEAU;PJS - Parcs, jardins et square;43.6174708422,1.43848514581
