Geo Shape;NUMERO;INTITULE;ADRESSE;CATEGORIE;geo_point_2d
"{""type"": ""Polygon"", ""coordinates"": [[[1.354452078247849, 43.57557934174478], [1.354433202035211, 43.575579982160974], [1.354429365157876, 43.575582673313086], [1.354428028882528, 43.575585391078214], [1.354427930430897, 43.57558904474104], [1.354430344717408, 43.5755927341924], [1.354432832721482, 43.57559368789614], [1.354439096264495, 43.57559468637139], [1.35447552478029, 43.575595205208074], [1.354485575733448, 43.575595348357716], [1.354491888258922, 43.57559452899784], [1.354496962959217, 43.57559277374062], [1.354498311586738, 43.575589137883114], [1.354495922029394, 43.575584530517894], [1.354493483006077, 43.57558175898318], [1.354488506754602, 43.57557986057737], [1.354452078247849, 43.57557934174478]]]}";503157;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5755873531,1.35446283751
"{""type"": ""Polygon"", ""coordinates"": [[[1.354060762656221, 43.57559387057157], [1.354133644437068, 43.57559490882466], [1.354138694651721, 43.575594062499256], [1.354142506804133, 43.57559228927203], [1.354143818596448, 43.57559048042626], [1.354143917065077, 43.575586826763676], [1.354140240238295, 43.57558311932077], [1.354135263997688, 43.57558122089976], [1.354118937392952, 43.575580988319764], [1.354095060197922, 43.575580648174], [1.35406234537442, 43.575582009655264], [1.354057295159703, 43.57558285597736], [1.354052195950344, 43.575585520131305], [1.354050859415604, 43.575588246891215], [1.354052048239169, 43.57559100062507], [1.354055786417209, 43.57559197214713], [1.354058274657949, 43.57559291685981], [1.354060762656221, 43.57559387057157]]]}";503163;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5755878141,1.35409896677
"{""type"": ""Polygon"", ""coordinates"": [[[1.351442045335953, 43.57402950809622], [1.351443258547016, 43.5740313529424], [1.351455821907899, 43.574031532209126], [1.351467295218352, 43.57402530405029], [1.351470103768439, 43.57401437891629], [1.351470399646485, 43.574003417929326], [1.35146446934998, 43.57399054056709], [1.351452177343395, 43.573980309230286], [1.351444713182345, 43.573977465923015], [1.35144215119857, 43.5739792569007], [1.351442045335953, 43.57402950809622]]]}";503179;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5740067685,1.35145436993
"{""type"": ""Polygon"", ""coordinates"": [[[1.350660672731737, 43.56703300401232], [1.350659583133855, 43.567026587565636], [1.350646067204469, 43.567015429353205], [1.350635980508109, 43.56701620360969], [1.350634607295301, 43.56702074835102], [1.350631897582227, 43.56702801982086], [1.350635314643133, 43.56704086138605], [1.350646379899877, 43.567050157070206], [1.350648892284418, 43.56705019294107], [1.350652691593787, 43.5670493379176], [1.350654089593297, 43.56704387525887], [1.350660672731737, 43.56703300401232]]]}";503227;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5670319914,1.35064576577
"{""type"": ""Polygon"", ""coordinates"": [[[1.351492558593147, 43.56880584232393], [1.351447975629205, 43.56878143912311], [1.351420708316543, 43.5687673479729], [1.351388822996444, 43.5687376523375], [1.351350934101895, 43.56869781505322], [1.351327713058249, 43.56867372566282], [1.351227629563228, 43.568610151987656], [1.351157374945002, 43.56855888746931], [1.351117915582244, 43.568530911188596], [1.35108475596024, 43.56850210654249], [1.351051867513813, 43.56846325879633], [1.351008098672966, 43.568408717152444], [1.350972138625232, 43.56834423099293], [1.350955254257206, 43.56831749516675], [1.350924742830205, 43.56828416392652], [1.350888289686407, 43.568237946084245], [1.350888264902038, 43.56823886400113], [1.350927962724485, 43.568304312815684], [1.350954391211482, 43.568349460271996], [1.350991589112339, 43.56841487337459], [1.3510353331606, 43.56847033294148], [1.351069446852675, 43.56851011645162], [1.351103844344822, 43.568539848038476], [1.351144541338178, 43.568568760259126], [1.351214796199924, 43.56862001578589], [1.351313641818624, 43.56868266253784], [1.351335637599722, 43.56870581617452], [1.351373526489256, 43.56874565346367], [1.351407862574762, 43.56877721161543], [1.351436367529131, 43.56879223870062], [1.351472286476094, 43.56881194492347], [1.351492558593147, 43.56880584232393]]]}";503187;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5685612851,1.35117378597
"{""type"": ""Polygon"", ""coordinates"": [[[1.348990773404208, 43.564648705079264], [1.349010353081445, 43.56466817861126], [1.349020007193994, 43.5646829369253], [1.34903370763195, 43.56468769708809], [1.349043756777698, 43.56468784071163], [1.349048830728488, 43.56468608568702], [1.349053904678984, 43.56468433066217], [1.349057778051592, 43.56468073093673], [1.349057901374018, 43.56467616834615], [1.349052950990346, 43.56467335178138], [1.349001044871887, 43.56464062344463], [1.348990773404208, 43.564648705079264]]]}";503282;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5646674609,1.34902486813
"{""type"": ""Polygon"", ""coordinates"": [[[1.34536013420259, 43.56543657152474], [1.345356458519865, 43.56543286378924], [1.345347646739169, 43.565433655843286], [1.345337498500457, 43.565437165566294], [1.345330964076377, 43.565446209681554], [1.345330815607286, 43.56545169018353], [1.345331904861147, 43.565458097684775], [1.345333129964432, 43.565459033505974], [1.345341929258335, 43.565459159546855], [1.345352102366874, 43.56545473190691], [1.345356013119473, 43.56544930529529], [1.345359985736139, 43.56544205202678], [1.34536013420259, 43.56543657152474]]]}";503379;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5654459869,1.34534502872
"{""type"": ""Polygon"", ""coordinates"": [[[1.345667798952302, 43.56535233771394], [1.345666251614384, 43.56531667396809], [1.345664333059484, 43.565294715978155], [1.345662068148411, 43.565285545827706], [1.345661820750073, 43.565294679998885], [1.345656573350139, 43.56530283329376], [1.34565278645538, 43.56530368833069], [1.345646524111194, 43.56530268937561], [1.34564034848548, 43.56529894584651], [1.345639185103451, 43.565295274099554], [1.345639333544496, 43.56528979359689], [1.345642445755461, 43.565285507881825], [1.345650917385718, 43.56527990350619], [1.345653454556344, 43.56527902156901], [1.345655991483156, 43.56527814863094], [1.345659729140306, 43.56527911142895], [1.345658627613149, 43.56527361302517], [1.3455241145911, 43.56536764605842], [1.345532295205253, 43.565390612010894], [1.345539721442042, 43.565440971297576], [1.345541813026765, 43.56545653986879], [1.345516789213657, 43.56549913322653], [1.345508881249243, 43.56551272203453], [1.345535997050745, 43.56553230409714], [1.345486060179596, 43.565566321193316], [1.345480639656138, 43.565580863898745], [1.345479303551275, 43.565630188415525], [1.345557618019402, 43.56556917361298], [1.345615512523395, 43.56551973183803], [1.345625833821237, 43.565509832671026], [1.345632393070701, 43.56549987062266], [1.345637714589744, 43.56548898157787], [1.345641724280023, 43.565479901288455], [1.345647070413919, 43.56546810332573], [1.345651216299566, 43.56545445162821], [1.345659693365003, 43.565419849717955], [1.345662502558099, 43.56540892469237], [1.345666784499174, 43.56538979231429], [1.345667798952302, 43.56535233771394]], [[1.345627206580729, 43.56541298356263], [1.345629595071275, 43.56541759112762], [1.34563584505103, 43.56541858990632], [1.345639619710736, 43.5654186439647], [1.345643431474841, 43.56541687101157], [1.345646017887765, 43.565414171239624], [1.345646215808719, 43.56540686390302], [1.345639322112395, 43.56538300711979], [1.345635683654011, 43.565378381653645], [1.345630683890554, 43.56537739177709], [1.345626884371135, 43.5653782556351], [1.345620560296063, 43.56537999260753], [1.345616711295248, 43.565382683299376], [1.345615362364438, 43.56538631906613], [1.345616488752163, 43.565390899553464], [1.345627206580729, 43.56541298356263]], [[1.345632392604083, 43.56545326377488], [1.345626464368303, 43.5654403860746], [1.345624100495687, 43.56543486959214], [1.345620424797043, 43.56543116186501], [1.345615424785763, 43.565430180987], [1.345610400155859, 43.56543010902624], [1.345606613252563, 43.565430964061626], [1.34560407607495, 43.56543184599775], [1.345601501902406, 43.56543363667402], [1.345600115974687, 43.56543818118078], [1.345603606122316, 43.565449196422236], [1.345606923074966, 43.56546569181135], [1.345609237222083, 43.565473044127394], [1.345612912922564, 43.565476751854824], [1.345619138045675, 43.565478668551066], [1.345625449888369, 43.565477840673466], [1.345631823454151, 43.56547427686672], [1.345635672216325, 43.56547159517364], [1.345637070872111, 43.56546612357346], [1.345632392604083, 43.56545326377488]]]}";503375;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5654429907,1.34558244428
"{""type"": ""Polygon"", ""coordinates"": [[[1.343905163490411, 43.566490398072816], [1.343916511601656, 43.56653534006058], [1.344008466560678, 43.56652752057883], [1.34410029779973, 43.56652426360621], [1.344163193319547, 43.56652242834825], [1.344150668674187, 43.56652042127795], [1.344119394314831, 43.56651539962883], [1.344117005651297, 43.56651080103357], [1.344115941391529, 43.56650347560722], [1.344122327528534, 43.56649991206242], [1.344133726004512, 43.56649642036504], [1.344161349677335, 43.56649772559374], [1.344266695265831, 43.566505636461066], [1.34427810611077, 43.56650214492681], [1.344288279470111, 43.56649771738216], [1.344307190127478, 43.56649525161092], [1.344316039089422, 43.566493550897036], [1.344323601045513, 43.566492741006435], [1.344333501916004, 43.56649836553829], [1.344342090900937, 43.56650579880948], [1.344341917458515, 43.5665121972242], [1.344334108142361, 43.566522132281236], [1.344325197149995, 43.56652657792279], [1.344334009101604, 43.566525785946986], [1.344355840658952, 43.56650874169026], [1.344355915060492, 43.56650599694132], [1.344354801252419, 43.56650049835006], [1.344348724624607, 43.56649310108769], [1.34434009838245, 43.56648658555558], [1.344332610829903, 43.56648465069834], [1.344322462358269, 43.566488160330884], [1.344318650488976, 43.56648993323977], [1.344294974988245, 43.56648228373626], [1.344295742693327, 43.56645396332673], [1.344290866545604, 43.56644841080989], [1.344267364514488, 43.566434362885815], [1.344254827376585, 43.566433273920154], [1.344254802737224, 43.566434182837035], [1.344254777853909, 43.566435100753075], [1.344253503224854, 43.566435991753664], [1.344253478341519, 43.56643690966969], [1.344252215975673, 43.56643689157604], [1.344252191336272, 43.566437800492906], [1.344250941346544, 43.566437782576614], [1.344249654097287, 43.56643868239896], [1.344248404107541, 43.56643866448264], [1.344247117102184, 43.56643955530579], [1.344245867112421, 43.566439537389456], [1.344244579863053, 43.56644043721173], [1.344243329873273, 43.56644041929536], [1.344242067507355, 43.566440401201596], [1.344240817517579, 43.5664403832852], [1.344239530512072, 43.56644127410826], [1.344238280522276, 43.566441256191816], [1.344237018156345, 43.566441238098], [1.344235768166551, 43.56644122018155], [1.344234505800622, 43.566441202087695], [1.344233255810829, 43.56644118417122], [1.344232018084604, 43.566440257160465], [1.344230768094831, 43.56644023924397], [1.344229505728924, 43.56644022115005], [1.344228255739152, 43.56644020323352], [1.344226993373246, 43.566440185139584], [1.344227018256981, 43.56643926722356], [1.34422576826723, 43.566439249306995], [1.344224505901344, 43.56643923121304], [1.344223280551427, 43.566438304379574], [1.344222043069371, 43.56643736836956], [1.34422079307966, 43.56643735045294], [1.344220817719528, 43.56643644153609], [1.344219555353702, 43.566436423442056], [1.344219580237547, 43.56643550552603], [1.344218330247875, 43.566435487609404], [1.344218354887779, 43.56643457869254], [1.344218379771642, 43.56643366077651], [1.344084036743451, 43.566428998288245], [1.344048839129474, 43.56642940300919], [1.344038678274582, 43.566432912439474], [1.344023356495058, 43.56644183051494], [1.343995175748466, 43.56646152950802], [1.34397480435433, 43.56647129346175], [1.343914024731153, 43.56648778829552], [1.343905163490411, 43.566490398072816]]]}";503449;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5664797957,1.34410964124
"{""type"": ""Polygon"", ""coordinates"": [[[1.344400758444557, 43.566010430267546], [1.344404458984919, 43.56601322011654], [1.344409496037418, 43.56601329230709], [1.344418357187406, 43.566010682490656], [1.344424743255251, 43.566007118928546], [1.344437280308722, 43.56600820787591], [1.344442329621197, 43.56600737097064], [1.344447404057701, 43.56600560714974], [1.344450089581384, 43.56599925373859], [1.344450213250622, 43.56599469115502], [1.344454074601551, 43.56599109140821], [1.344459173672505, 43.56598841866973], [1.344460535061468, 43.5659847830946], [1.344458294941669, 43.56597470400568], [1.344450955997428, 43.565967288655884], [1.344443443868656, 43.56596626272252], [1.344433320126028, 43.56596886344837], [1.344424298055008, 43.56597695358842], [1.344416637129172, 43.56598141715227], [1.344410312957245, 43.5659831540581], [1.344403964032868, 43.56598489060882], [1.344401402177887, 43.5659866814354], [1.344402466462884, 43.56599400686042], [1.344406142121466, 43.56599771462557], [1.344404756092022, 43.56600225911709], [1.344400758444557, 43.566010430267546]]]}";503448;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5659902825,1.34443094439
"{""type"": ""Polygon"", ""coordinates"": [[[1.343777075738, 43.56495697233795], [1.343780800831882, 43.56495885329071], [1.343792075323551, 43.564959924209646], [1.343802149147242, 43.56495915937188], [1.343809834635163, 43.56495378692995], [1.343815057362274, 43.564946551634385], [1.343817817328971, 43.564937453485506], [1.34381547852845, 43.564931019048636], [1.34380681540473, 43.56492633048433], [1.343798016190747, 43.564926204326476], [1.343789229352624, 43.564926078345394], [1.343777794128291, 43.56493047875049], [1.343772645579954, 43.564934978293536], [1.343769860960666, 43.56494498535857], [1.343770925151781, 43.56495231079207], [1.343777075738, 43.56495697233795]]]}";503551;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5649426852,1.34379354431
"{""type"": ""Polygon"", ""coordinates"": [[[1.343903682061837, 43.56487653902569], [1.343910154728762, 43.56486932164568], [1.343911590544961, 43.56486294132537], [1.343903014111541, 43.56485459892321], [1.343893088902997, 43.564849883268536], [1.343888064322854, 43.56484981123287], [1.343879178430287, 43.56485333892612], [1.343871492961102, 43.564858711372864], [1.343872544787083, 43.56486603662822], [1.343879933061434, 43.56487162518387], [1.343884858578418, 43.564875350887355], [1.343894882854823, 43.56487641287521], [1.343903682061837, 43.56487653902569]]]}";503550;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5648636257,1.34389175533
"{""type"": ""Polygon"", ""coordinates"": [[[1.340680637579477, 43.56606214202014], [1.340680612887085, 43.56606305093635], [1.340681850307293, 43.56606398698441], [1.340681825614919, 43.56606489590062], [1.340681800678065, 43.56606581381602], [1.340683025966777, 43.566066740687155], [1.340684263387097, 43.566067676735194], [1.340685488675883, 43.56606860360629], [1.340685463739083, 43.566069521521676], [1.340686701403977, 43.566070448570535], [1.34068795138514, 43.566070466525375], [1.340689188805614, 43.566071402573385], [1.340690413850072, 43.5660723384436], [1.340691676207328, 43.56607235657618], [1.340692926188534, 43.56607237453097], [1.340692901496321, 43.566073283447196], [1.340694163853596, 43.56607330157974], [1.340695413834823, 43.566073319534524], [1.340696651255465, 43.56607425558244], [1.340697901236712, 43.5660742735372], [1.340700413575257, 43.566074309624405], [1.340701675932557, 43.56607432775688], [1.340702925913806, 43.56607434571157], [1.340704188271107, 43.56607436384401], [1.340705438252357, 43.566074381798686], [1.340706725546144, 43.56607348201569], [1.340707975527377, 43.56607349997036], [1.340709237884662, 43.56607351810273], [1.340709262576632, 43.566072609186506], [1.340710512557848, 43.56607262714112], [1.340711799851522, 43.56607172735809], [1.340713049832721, 43.56607174531268], [1.340714337126342, 43.56607084552961], [1.340715611799395, 43.56606995456794], [1.340716899092941, 43.56606905478486], [1.340718173765922, 43.56606816382316], [1.340718198702231, 43.56606724590777], [1.340719485751205, 43.566066355123816], [1.340719510687494, 43.56606543720843], [1.340720785360361, 43.5660645462467], [1.340720810296629, 43.56606362833131], [1.340720834988423, 43.566062719415086], [1.340722122281736, 43.56606181963193], [1.34072214697351, 43.5660609107157], [1.340722171909756, 43.566059992800305], [1.340722196601528, 43.56605908388407], [1.340722221537772, 43.566058165968684], [1.340722246229543, 43.56605725705245], [1.340722271165786, 43.56605633913705], [1.34072103350064, 43.56605541208857], [1.3407210584369, 43.56605449417319], [1.340721083128687, 43.56605358525694], [1.340719858084135, 43.56605264938705], [1.340719882775938, 43.566051740470826], [1.3407186204191, 43.566051722338536], [1.340718645355395, 43.56605080442315], [1.340717420066462, 43.566049877552395], [1.340716182645992, 43.566048941504704], [1.340716207337849, 43.56604803258847], [1.340714957357138, 43.56604801463392], [1.340713719936743, 43.56604707858619], [1.340712494647959, 43.56604615171539], [1.340711232291239, 43.56604613358303], [1.340710007246988, 43.56604519771303], [1.340708744890287, 43.56604517958065], [1.340707519601618, 43.56604425270979], [1.340706257244939, 43.566044234577376], [1.340705007264304, 43.56604421662271], [1.340703744907626, 43.56604419849028], [1.340702494926994, 43.5660441805356], [1.340701232570317, 43.56604416240314], [1.340698720233011, 43.56604412631594], [1.340697470252381, 43.5660441083612], [1.340696207895707, 43.56604409022868], [1.340694933222908, 43.566044981190146], [1.340693670866217, 43.56604496305759], [1.340688596562538, 43.56604671771445], [1.340687321645097, 43.56604761767498], [1.340686034596046, 43.56604850845858], [1.340684759678527, 43.566049408419104], [1.340684734986202, 43.566050317335325], [1.34068344769258, 43.566051217118044], [1.340682173019446, 43.56605210807936], [1.340682148082603, 43.566053025994755], [1.340682123390237, 43.56605393491098], [1.340680836096501, 43.56605483469369], [1.340680811404115, 43.566055743609915], [1.340680786467249, 43.56605666152529], [1.340680761774862, 43.56605757044151], [1.340680736837994, 43.566058488356916], [1.340680712145606, 43.56605939727313], [1.340680687208737, 43.566060315188516], [1.340680662516347, 43.56606122410472], [1.340680637579477, 43.56606214202014]]]}";503514;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5660591132,1.34070118972
"{""type"": ""Polygon"", ""coordinates"": [[[1.34060540058946, 43.56610218553236], [1.340605425527477, 43.566101267616986], [1.340605450221003, 43.56610035870081], [1.340605475159018, 43.56609944078546], [1.340605499852543, 43.56609853186926], [1.340604274808863, 43.56609759599814], [1.340604299502404, 43.56609668708196], [1.340603062082719, 43.566095751033046], [1.340603086776278, 43.56609484211686], [1.340603111714327, 43.56609392420152], [1.340601886426283, 43.566092997329534], [1.340600649006712, 43.56609206128062], [1.340600673700305, 43.56609115236443], [1.340599423718742, 43.56609113440862], [1.340598186299247, 43.56609019835969], [1.340596961011352, 43.56608927148766], [1.340595698653774, 43.56608925335405], [1.340595723591932, 43.5660883354387], [1.340594473610428, 43.56608831748284], [1.340593235946574, 43.566087390433], [1.34059198596509, 43.56608737247713], [1.340590723607554, 43.56608735434344], [1.340589498564322, 43.566086418472196], [1.340588236206806, 43.5660864003385], [1.340586986225343, 43.566086382382565], [1.340565376992479, 43.5660952096873], [1.340565352053862, 43.56609612760265], [1.340565327359742, 43.566097036518826], [1.340564052439432, 43.566097936477995], [1.340564027745291, 43.56609884539418], [1.340564002806653, 43.56609976330954], [1.34056397811251, 43.56610067222573], [1.340563953173871, 43.566101590141066], [1.340563928479727, 43.56610249905725], [1.340563903541086, 43.5661034169726], [1.340563878846941, 43.56610432588877], [1.34056510389014, 43.56610526176032], [1.340565079196011, 43.5661061706765], [1.340565054257386, 43.566107088591835], [1.340566291921212, 43.566108015641966], [1.340566266982604, 43.56610893355732], [1.340567492270428, 43.56610986042967], [1.340567467331837, 43.566110778345], [1.340568704995774, 43.566111705395116], [1.340569954977749, 43.56611172335124], [1.340569930039195, 43.56611264126657], [1.340571167703208, 43.566113568316666], [1.340572417685221, 43.56611358627275], [1.340573655104798, 43.56611452232199], [1.340574905086829, 43.566114540278065], [1.340576142750958, 43.56611546732808], [1.340577392733009, 43.56611548528413], [1.340578630152701, 43.566116421333284], [1.340579880134775, 43.56611643928932], [1.34058114249291, 43.566116457423114], [1.340582392474986, 43.56611647537909], [1.340583654833121, 43.56611649351287], [1.340584904815199, 43.56611651146882], [1.340586167173336, 43.56611652960256], [1.340587417155415, 43.5661165475585], [1.340588679513553, 43.56611656569221], [1.340589929495634, 43.56611658364813], [1.34059121679201, 43.56611568386645], [1.340592466774073, 43.56611570182235], [1.340593729132196, 43.56611571995601], [1.340595003807947, 43.56611482899568], [1.340596291104212, 43.566113929213934], [1.340597565779889, 43.56611303825358], [1.340598828137959, 43.56611305638719], [1.340600103058071, 43.56611215642764], [1.340600127751681, 43.56611124751145], [1.340601415047795, 43.566110347729676], [1.340602689723322, 43.56610945676925], [1.340602714661383, 43.5661085388539], [1.340604001712914, 43.56610764807125], [1.340604026650954, 43.5661067301559], [1.340605301326365, 43.566105839195465], [1.340605326264385, 43.566104921280086], [1.340605350957914, 43.566104012363894], [1.340605375895932, 43.56610309444856], [1.34060540058946, 43.56610218553236]]]}";503511;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5661021147,1.34058510097
"{""type"": ""Polygon"", ""coordinates"": [[[1.340763094846622, 43.56612638120419], [1.340763091598153, 43.566172988041025], [1.340768742810844, 43.56624251589724], [1.340792653531295, 43.56624103178853], [1.34079269382407, 43.566193516214376], [1.340781993216465, 43.566124825103635], [1.340774431503439, 43.566125625763355], [1.340763094846622, 43.56612638120419]]]}";503510;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5661857797,1.34077734066
"{""type"": ""Polygon"", ""coordinates"": [[[1.343809874267918, 43.56676044456503], [1.343810975655478, 43.566765942983594], [1.343814304571757, 43.56678243859405], [1.343818042291921, 43.56678340145114], [1.343824329403911, 43.56678349158816], [1.343829428324545, 43.56678082787739], [1.343835901202021, 43.566773610506324], [1.343841148971301, 43.56676545729832], [1.343843933661898, 43.566755450237906], [1.343837807535187, 43.566749879781824], [1.343830295320472, 43.56674885380886], [1.343823983322123, 43.566749681588014], [1.343817634407812, 43.56675232737758], [1.343809874267918, 43.56676044456503]]]}";503438;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5667651235,1.34382599057
"{""type"": ""Polygon"", ""coordinates"": [[[1.3438399952362, 43.56690069691854], [1.343843670915203, 43.56690440470042], [1.343847433288903, 43.56690445863989], [1.343851208038843, 43.56690451275666], [1.343865292473697, 43.56689465869176], [1.343894760725686, 43.566874059915065], [1.343901208716517, 43.56686776045642], [1.343900231275071, 43.5668576904581], [1.343891679452083, 43.56684843014506], [1.343875503823574, 43.566842715619586], [1.343862966608844, 43.566841626611556], [1.34384916726451, 43.56684051050492], [1.343837818243542, 43.56684217534136], [1.343832768609766, 43.566843021219164], [1.343831085304388, 43.56685852669721], [1.3438399952362, 43.56690069691854]]]}";503437;BASE DE LOISIRS LA RAMEE;LA RAMEE;ENA - Espaces naturels aménagé;43.5668679489,1.34386181539
