Geo Point;Geo Shape;GRD_QUART;Libelle des grands quartiers;REG2016;DEP;UU2010;CODE_INSEE;P15_POP1564;P15_POP1524;P15_POP2554;P15_POP5564;P15_H1564;P15_H1524;P15_H2554;P15_H5564;P15_F1564;P15_F1524;P15_F2554;P15_F5564;P15_ACT1564;P15_ACT1524;P15_ACT2554;P15_ACT5564;P15_HACT1564;P15_HACT1524;P15_HACT2554;P15_HACT5564;P15_FACT1564;P15_FACT1524;P15_FACT2554;P15_FACT5564;P15_ACTOCC1564;P15_ACTOCC1524;P15_ACTOCC2554;P15_ACTOCC5564;P15_HACTOCC1564;P15_HACTOCC1524;P15_HACTOCC2554;P15_HACTOCC5564;P15_FACTOCC1564;P15_FACTOCC1524;P15_FACTOCC2554;P15_FACTOCC5564;P15_CHOM1564;P15_CHOM1524;P15_CHOM2554;P15_CHOM5564;P15_HCHOM1564;P15_FCHOM1564;P15_INACT1564;P15_HINACT1564;P15_FINACT1564;P15_ETUD1564;P15_HETUD1564;P15_FETUD1564;P15_RETR1564;P15_HRETR1564;P15_FRETR1564;P15_AINACT1564;P15_HAINACT1564;P15_FAINACT1564;C15_ACT1564;C15_ACT1564_CS1;C15_ACT1564_CS2;C15_ACT1564_CS3;C15_ACT1564_CS4;C15_ACT1564_CS5;C15_ACT1564_CS6;C15_ACTOCC1564;C15_ACTOCC1564_CS1;C15_ACTOCC1564_CS2;C15_ACTOCC1564_CS3;C15_ACTOCC1564_CS4;C15_ACTOCC1564_CS5;C15_ACTOCC1564_CS6;P15_ACTOCC15P;P15_HACTOCC15P;P15_FACTOCC15P;P15_SAL15P;P15_HSAL15P;P15_FSAL15P;P15_NSAL15P;P15_HNSAL15P;P15_FNSAL15P;P15_ACTOCC15P_TP;P15_SAL15P_TP;P15_HSAL15P_TP;P15_FSAL15P_TP;P15_NSAL15P_TP;P15_SAL15P_CDI;P15_SAL15P_CDD;P15_SAL15P_INTERIM;P15_SAL15P_EMPAID;P15_SAL15P_APPR;P15_NSAL15P_INDEP;P15_NSAL15P_EMPLOY;P15_NSAL15P_AIDFAM;P15_ACTOCC15P_ILT1;P15_ACTOCC15P_ILT2P;P15_ACTOCC15P_ILT2;P15_ACTOCC15P_ILT3;P15_ACTOCC15P_ILT4;P15_ACTOCC15P_ILT5;C15_ACTOCC15P;C15_ACTOCC15P_PAS;C15_ACTOCC15P_MAR;C15_ACTOCC15P_DROU;C15_ACTOCC15P_VOIT;C15_ACTOCC15P_TCOM
43.607587822,1.43979368004;"{""type"": ""Polygon"", ""coordinates"": [[[1.434592504363702, 43.60425777221578], [1.434674980265306, 43.604658642209245], [1.434563112233373, 43.605169609811675], [1.434837778932113, 43.608538126893485], [1.434932799787418, 43.61000727736047], [1.43485303694204, 43.61037374295032], [1.4359533127641582, 43.61072026762094], [1.436903698634613, 43.610990846296446], [1.4375532741303751, 43.611176715806025], [1.438709487726893, 43.61152838421713], [1.4387834702960132, 43.61154411091477], [1.439366582008983, 43.61147398582412], [1.440118951978967, 43.611318155412114], [1.44057733791185, 43.61122906250619], [1.440868589089642, 43.61117081434344], [1.441844434725167, 43.61095997532923], [1.442742265541157, 43.61074188618679], [1.443401537039298, 43.6105408306977], [1.444104663593409, 43.61010642681154], [1.444266920907478, 43.60996578174106], [1.4444487876883891, 43.60981962086066], [1.445009523293524, 43.609241219637006], [1.445679541054337, 43.60857947291822], [1.445819579877789, 43.60844433348622], [1.445783104766833, 43.608270903776926], [1.44570082417511, 43.60785112050729], [1.445687142496639, 43.60772044663039], [1.445700820232158, 43.60697784372645], [1.445688642203492, 43.60613569436329], [1.445694190588565, 43.605762964364196], [1.445678652758383, 43.60488388275945], [1.44453752553604, 43.604923153694614], [1.443707729206854, 43.60495162317201], [1.442826804378204, 43.60482924574712], [1.442726690358831, 43.604819940156936], [1.441746277706264, 43.60473366415866], [1.441408057810336, 43.60471396507878], [1.441122031993357, 43.604686156161236], [1.440529665675806, 43.60459631658261], [1.439921347807707, 43.604529056940756], [1.439418481135618, 43.604462632786415], [1.438810521423038, 43.604457814166786], [1.438070179715442, 43.60433840383075], [1.436375754397747, 43.603942711983905], [1.436194315802769, 43.60388733772108], [1.435864326155098, 43.60366710422023], [1.435494490185119, 43.60315419892098], [1.434931245294167, 43.603465723507355], [1.434620328315725, 43.60362124786602], [1.4343356588477492, 43.60376373717284], [1.434592504363702, 43.60425777221578]]]}";3155502;ARNAUD BERNARD;76;31;31701;31555;7320.24042701;3546.38190743;3128.82943231;645.02908726;3568.05015063;1544.00664583;1689.34759277;334.695912029;3752.19027638;2002.3752616;1439.48183954;310.333175231;4188.69040912;953.829327863;2734.69811104;500.162970224;2194.86391777;409.225719267;1503.3951276;282.243070906;1993.82649135;544.603608597;1231.30298344;217.919899317;3349.07516132;642.224117017;2262.08014192;444.770902386;1798.18864346;280.576013669;1246.91116899;270.701460809;1550.88651786;361.648103348;1015.16897294;174.069441577;839.6152478;311.605210847;472.617969116;55.3920678372;396.67527431;442.93997349;3131.55001788;1373.18623286;1758.36378502;2759.20095372;1217.48705196;1541.71390176;93.4356320789;48.3723866647;45.0632454142;278.913432081;107.32679423;171.586637851;4191.69041066;0.0;269.563315203;1461.86897802;1004.65289049;919.831887938;386.868261831;3339.07515621;0.0;243.981637347;1339.77903469;829.205691463;686.067755161;240.041037546;3426.9026621;1842.50279229;1584.39986981;2846.79136913;1491.05665926;1355.73470987;580.111292966;351.446133028;228.665159939;861.194905794;749.199863799;300.240381266;448.959482533;111.995041995;1976.02963194;543.509029395;99.7192951929;18.3964122405;209.137000365;399.69699944;172.686782263;7.72751126353;2636.42510247;790.477559628;561.432447888;173.789411395;39.8917934078;15.3639069372;3415.90265647;145.400175457;751.095436375;429.767580955;973.996331389;1115.6431323
43.5930757136,1.46932064658;"{""type"": ""Polygon"", ""coordinates"": [[[1.4713205191749, 43.58930231907585], [1.471109613954145, 43.58912473163379], [1.4706117632705111, 43.58871881987083], [1.469945645987736, 43.588158348419114], [1.471286644198092, 43.587326558213505], [1.469695439308449, 43.585934936167774], [1.469559008083974, 43.585918748417555], [1.468875865068025, 43.58635440909623], [1.469173792003289, 43.58663295926675], [1.468610009815621, 43.58700425294789], [1.468195065737385, 43.586627351011266], [1.4672361648734111, 43.587049531711514], [1.4665799013419951, 43.58733494984716], [1.46609382595324, 43.58755355148253], [1.464999740821133, 43.588049415423676], [1.464543870915669, 43.58824837599764], [1.464880040389617, 43.58867104363358], [1.465191150163471, 43.589026342062546], [1.465335924269384, 43.589274398391396], [1.465846685627336, 43.59022161282045], [1.465863454342013, 43.590322030809126], [1.464395527854738, 43.59074310660297], [1.464208327820271, 43.59081546497048], [1.46372140422722, 43.590999991695995], [1.4634626721783421, 43.59106800719417], [1.463253616733736, 43.59112221507762], [1.463064172416734, 43.59116995603491], [1.462822242243881, 43.59124566840414], [1.46255914443918, 43.591345819830195], [1.46218694321947, 43.59151797825011], [1.461977235909637, 43.59161570260869], [1.461682312492075, 43.591755343109526], [1.461552409030862, 43.59182624450644], [1.4614489624974372, 43.59186802108687], [1.461371956799594, 43.59188161518672], [1.461267832120436, 43.59188080845953], [1.461111645038618, 43.59187960090024], [1.460782568961333, 43.5918619209314], [1.460406571454734, 43.591848603605], [1.460213788559321, 43.59230125339841], [1.460080613250666, 43.5925954124654], [1.459914393609553, 43.59292242658777], [1.459700692552801, 43.59240513593358], [1.459580950069765, 43.59151674134866], [1.459447406127874, 43.591835496873934], [1.459106377891852, 43.592277534727856], [1.458442904881288, 43.59295832820124], [1.458078090677755, 43.59333489542602], [1.457748851214874, 43.59368240517591], [1.4567768959319811, 43.59471275707539], [1.456694474064696, 43.594917425991355], [1.4567192633764199, 43.597211970081574], [1.4566976768535531, 43.59814752065725], [1.456654866432097, 43.59840264257884], [1.457715049191647, 43.59801634336162], [1.457969036628918, 43.59791897360146], [1.458190452098421, 43.59782323791941], [1.458279588711783, 43.59778229703041], [1.458632217516037, 43.59761662267651], [1.4589412548865042, 43.5974931838594], [1.4591021462079952, 43.59744145055098], [1.461419027020848, 43.596578542294964], [1.461747744906441, 43.59777792643175], [1.463314066711002, 43.59785246670295], [1.4632264347162591, 43.59832579593119], [1.464741768854375, 43.598327067918056], [1.4654045367550421, 43.598407860616035], [1.466047777191344, 43.59848849866308], [1.465802647785541, 43.59958695224563], [1.466041908916444, 43.59951689082962], [1.466400035958267, 43.59941935183164], [1.46691802218471, 43.59934102133912], [1.4680764791817031, 43.59917582629792], [1.468479650353464, 43.5991145782739], [1.468929763582846, 43.599048014156224], [1.469487076755003, 43.598950103245386], [1.469955396829695, 43.59888462122581], [1.470444137483995, 43.59884673395061], [1.470656437814308, 43.59884079008155], [1.471499040608446, 43.598819794211984], [1.471921241887312, 43.59879179423635], [1.472110719058061, 43.598743096629164], [1.472691966685476, 43.59852046244123], [1.473264163567047, 43.59829302593727], [1.473756390726554, 43.5981037734248], [1.474125514385216, 43.59796466491038], [1.475109519437241, 43.597616417621154], [1.475861549584774, 43.5972843698754], [1.47669367185183, 43.596995502664605], [1.477281251674782, 43.59678235391333], [1.477632708488441, 43.59669419317817], [1.478259869968229, 43.596353617100235], [1.478261279143183, 43.59625522820676], [1.478181302363448, 43.59584116502158], [1.478132248517292, 43.59554087681742], [1.478207665490852, 43.59518475815458], [1.478451353774192, 43.59462271385025], [1.478597785170338, 43.59421605104295], [1.4785993735485161, 43.59410536349756], [1.478680515068863, 43.59389404403732], [1.4789739278833531, 43.591590571517536], [1.478799696240294, 43.58958158151037], [1.478735662587785, 43.58932753167476], [1.478556414167015, 43.589391459575744], [1.478286409310612, 43.589340211960725], [1.4779828043668721, 43.58918085120922], [1.477592086803954, 43.58811066095379], [1.477480158398094, 43.58774744795255], [1.4773933829082622, 43.587445924802594], [1.477308527932627, 43.58710088866139], [1.477330938752545, 43.58680965465776], [1.47743598804919, 43.58656446137278], [1.477595423618868, 43.58633860115958], [1.477824620967577, 43.58614922470793], [1.478181271340092, 43.585966487889635], [1.478728073465608, 43.58577572905015], [1.479025708492262, 43.58562376953636], [1.479076401146665, 43.5855380536676], [1.479078544598869, 43.58538858520754], [1.478512634449682, 43.58473525560044], [1.4784303477828291, 43.58457379355425], [1.478313544273387, 43.58436949241197], [1.478221746402927, 43.58423633640273], [1.4780740230848681, 43.58409991964172], [1.477922133951101, 43.583982394897866], [1.477091276643153, 43.584558899954665], [1.476533490879643, 43.58488013177732], [1.476266571637096, 43.58506827169879], [1.47604297477938, 43.58523025167669], [1.475423011184317, 43.58580078365344], [1.475167211534848, 43.586029686479215], [1.474829906715609, 43.58640462653757], [1.4744698513132262, 43.58673208172669], [1.474284843848158, 43.5869246241978], [1.473918435865401, 43.58724067864658], [1.473514485245899, 43.587632132721794], [1.472699443739589, 43.58836861999496], [1.472005740846043, 43.58881368159305], [1.471743065219984, 43.58897630121948], [1.4713205191749, 43.58930231907585]]]}";3155522;COTE PAVEE;76;31;31701;31555;8227.81484448;2076.18332065;4854.43770728;1297.19381655;4009.16601141;998.079898018;2377.69274976;633.393363628;4218.64883307;1078.10342263;2476.74495752;663.800452918;5964.26594347;586.178564544;4497.43332194;880.654056992;3043.86484257;300.314603364;2265.2970026;478.253236602;2920.4011009;285.863961179;2232.13631933;402.40082039;5174.60277361;418.856406716;3939.91115324;815.835213662;2658.77840095;214.886459474;2000.60876104;443.283180437;2515.82437267;203.969947241;1939.3023922;372.552033225;789.663169859;167.322157828;557.522168701;64.8188433303;385.086441624;404.576728235;2263.54890101;965.301168837;1298.24773217;1537.43326038;756.21450639;781.218753986;329.396846493;140.312981742;189.083864751;396.718794137;68.7736807049;327.945113432;5964.75443813;8.80943131487;440.519627814;2616.42166432;1461.80861875;955.661626887;425.482019809;5179.66917989;8.80943131487;405.139098699;2512.84425773;1209.62851715;722.075947643;321.171927345;5268.31536483;2710.09574569;2558.21961915;4201.68967503;2099.34246574;2102.34720929;1066.6256898;610.753279948;455.872409854;981.971484828;810.657793413;180.271751971;630.386041442;171.313691415;3592.97513791;383.231945602;77.7730235933;41.501323422;106.208244501;490.746684265;572.135104981;3.74390055637;3880.44622002;1387.86914481;1137.89814428;121.435366555;119.84013957;8.69549440222;5289.4925063;117.782231176;401.909005561;706.696675378;3203.68973136;859.414862821
43.5823273657,1.39003097476;"{""type"": ""Polygon"", ""coordinates"": [[[1.380081678174663, 43.58395200119343], [1.3815440932209961, 43.58439294568331], [1.385017625932024, 43.58514977764582], [1.3862711325991581, 43.58539021756859], [1.386867048362305, 43.58548510152133], [1.38795365666376, 43.58566262396816], [1.388771102528731, 43.585823692223244], [1.390261877784785, 43.58620610061145], [1.391846199862823, 43.58668294143154], [1.392746453447518, 43.586959153941805], [1.394327376655527, 43.58757122057055], [1.39456148464074, 43.587748206595776], [1.394727621497735, 43.588025858738945], [1.397532713077201, 43.59075605153376], [1.398150875864857, 43.59134588565328], [1.398389004292103, 43.59159953188927], [1.398454447053848, 43.59174293953444], [1.398451098987791, 43.591955793795336], [1.3985057060056691, 43.59204328701987], [1.3987022250794832, 43.592045863854985], [1.3999537867837, 43.58943259544399], [1.400580945573459, 43.58828444665055], [1.4024921592265431, 43.58526030959989], [1.401701588827183, 43.584960481187245], [1.400750250387774, 43.584620527530596], [1.400661576749491, 43.584714411085045], [1.400514521971768, 43.58479645279236], [1.400280202911744, 43.58488156001461], [1.39999431357856, 43.58485270157999], [1.399839843060181, 43.58482587900521], [1.399627038268466, 43.58495090015613], [1.399437127544379, 43.58502596617278], [1.399174041680499, 43.58503703347089], [1.399093090978212, 43.584305948894254], [1.398976697384181, 43.58417536058209], [1.3988651444212041, 43.583985212784995], [1.398265973947088, 43.58359989960361], [1.39773539954277, 43.58315649288033], [1.397339790134101, 43.58273880505391], [1.396769597912281, 43.58200176532648], [1.396417103631755, 43.581657287829586], [1.395790367300911, 43.58120644855455], [1.393487464559069, 43.579427478004206], [1.393118488447721, 43.579221930785856], [1.393170679490166, 43.57913153752285], [1.393134490632959, 43.57903283559773], [1.393728947603791, 43.578721778150225], [1.394012154115737, 43.57883672937131], [1.394465195494628, 43.578828200087735], [1.394678477301025, 43.57842503318238], [1.394342523927345, 43.578188542773376], [1.394836303044635, 43.57741114140873], [1.395303457983462, 43.57625695874185], [1.394303222631529, 43.57605846235609], [1.393068919404402, 43.57576623278394], [1.391591777780505, 43.575442632399685], [1.391306375554497, 43.57604388513032], [1.390964578922553, 43.57617916279041], [1.388777009203108, 43.5768326185627], [1.387587865258995, 43.5759096359677], [1.387144634890681, 43.575548283550724], [1.38586209476827, 43.57469167048842], [1.385552713277207, 43.574915200327794], [1.385424415316921, 43.574963316757234], [1.384936974702101, 43.575090734645364], [1.383811942829334, 43.575377410367125], [1.383183251669077, 43.576283242273064], [1.381909401585613, 43.5781449102205], [1.3819071593771621, 43.57828492158613], [1.382057537917097, 43.578566240854954], [1.382064974138153, 43.57907910916396], [1.381441037822762, 43.579194006266384], [1.381149575957729, 43.57919060014304], [1.380155404884622, 43.578775366878105], [1.379958273125158, 43.57905754197865], [1.37962604750001, 43.57956753816066], [1.379624598747535, 43.57965835551931], [1.379706448300095, 43.57982935406286], [1.379982609930659, 43.580464648233615], [1.380130167871044, 43.58075920114993], [1.379788049197065, 43.581236000950426], [1.379870290503844, 43.58138334471042], [1.380574535494979, 43.581619205930295], [1.380663135452901, 43.581776068614396], [1.378970041356835, 43.58119691375847], [1.377594929684083, 43.58148614250894], [1.377098374057758, 43.58160966250854], [1.376451535708713, 43.58177164523888], [1.3771116742914, 43.58305168696823], [1.377625613686706, 43.58314308988933], [1.3790134588590781, 43.583605195901505], [1.380081678174663, 43.58395200119343]]]}";3155557;LES PRADETTES;76;31;31701;31555;4430.26426418;882.569280064;2795.16877941;752.526204703;2226.39882884;444.507791982;1432.44921104;349.441825816;2203.86543534;438.061488082;1362.71956837;403.084378887;3331.51973962;372.368157466;2479.58854203;479.563040123;1734.06678656;196.839370354;1324.50892617;212.718490038;1597.45295306;175.528787113;1155.07961586;266.844550085;2725.38184753;255.242239564;2036.33280305;433.806804921;1431.21105736;112.815025316;1120.87728292;197.518749125;1294.17079018;142.427214248;915.455520134;236.288055796;606.137892082;117.125917903;443.255738978;45.7562352021;302.855729202;303.28216288;1098.74452456;492.332042282;606.41248228;504.428520597;239.192089787;265.236430809;219.693389379;117.83736685;101.856022529;374.622614585;135.302585644;239.320028941;3324.51973604;3.33028766072;159.721540133;697.349922971;893.170068868;913.159221034;583.980236534;2725.38184753;3.33028766072;134.306103681;675.011835627;776.119850888;725.536425715;411.077343963;2755.55817244;1449.66145978;1305.89671267;2410.41043378;1246.54167919;1163.86875459;345.147738664;203.119780585;142.027958079;443.298526707;386.639980399;95.0515421137;291.588438285;56.6585463078;2001.00752051;200.020392345;100.392536589;32.6549774041;76.3350069272;257.035638794;84.6357030931;3.4763967773799997;2077.98205925;677.576113198;584.149117512;43.927676049;35.2355156064;14.2638040311;2755.55817244;100.644384971;128.196133118;154.812054894;1925.87335873;446.032240726
43.5575428976,1.37851791718;"{""type"": ""Polygon"", ""coordinates"": [[[1.37523638619791, 43.55333654589985], [1.3730101085919522, 43.555060389392644], [1.371426718412975, 43.55587665428507], [1.368486101551144, 43.557674741077406], [1.367833909383545, 43.55810059876132], [1.366774778350126, 43.5587500384829], [1.366631537683767, 43.558758272271284], [1.363433594910888, 43.55956152615973], [1.362996481920911, 43.55963912891865], [1.362595406621933, 43.55966122644195], [1.361808626869526, 43.559800151967416], [1.360699757046799, 43.56006308396271], [1.3593539578494052, 43.560413841996635], [1.360307207390156, 43.56243166754442], [1.360988513909141, 43.56325784952277], [1.361603367264274, 43.56409101997637], [1.361784708024416, 43.56477947966331], [1.361759246297274, 43.56570269213978], [1.361815321888888, 43.56609393035833], [1.362124455241741, 43.566606559621135], [1.362532028020744, 43.566987575666495], [1.363904894664042, 43.56786037215183], [1.36462709605277, 43.568338700079806], [1.365661737352511, 43.56920951351614], [1.366350240673523, 43.5698417621006], [1.367041697902154, 43.57045321532685], [1.368547234285534, 43.57149928375891], [1.368793549359987, 43.57284301170472], [1.371393260789415, 43.57213669007576], [1.371755763176156, 43.57192973576923], [1.3721366777171942, 43.571306641660286], [1.372360960434282, 43.57095564146278], [1.372638521649538, 43.570447093604756], [1.372984227800545, 43.569989268053554], [1.373210398519738, 43.56976222695866], [1.373362698352645, 43.569516584367605], [1.3733952771979792, 43.56927086470795], [1.373470755848734, 43.569190140611276], [1.373739744111525, 43.56913187916977], [1.3739750652708511, 43.56914428623491], [1.374190655288441, 43.568847143005286], [1.374407411610434, 43.568719363632226], [1.374721965454477, 43.56865959067226], [1.37501321896487, 43.56867342170554], [1.3763302515949651, 43.56776968668147], [1.376634927505534, 43.56791987283833], [1.377732313685225, 43.567241333134056], [1.378734951679236, 43.56670863071376], [1.379460828297024, 43.56639498363007], [1.380368836985282, 43.566082862025894], [1.383858517506455, 43.56486055635033], [1.386876160150225, 43.563612424007545], [1.390723695040076, 43.56187537898429], [1.394883865636213, 43.559934551596434], [1.3947391317717681, 43.558797986044446], [1.394346570729763, 43.55803307596321], [1.394424266428568, 43.557560655180566], [1.394431140808301, 43.55712454923712], [1.3943154891433531, 43.55612541245818], [1.394324338193716, 43.55556348204381], [1.394531521556953, 43.552982262747534], [1.394093755453658, 43.55145628542893], [1.3941720689473192, 43.55110970808351], [1.394106921236822, 43.5509511596225], [1.390933936026695, 43.548416474506794], [1.389349141864807, 43.54721298394938], [1.387619700403039, 43.546357371506296], [1.3867145441899331, 43.54577452681645], [1.38583513775723, 43.54520891856996], [1.3844612328921881, 43.54457764176706], [1.384081906495908, 43.54438427603808], [1.383836090863395, 43.54422041927281], [1.383605148551575, 43.54402072716791], [1.383168676936606, 43.54349573099425], [1.38297472834318, 43.5432603987283], [1.3825992686172501, 43.54282579864319], [1.382257920789044, 43.54253528922175], [1.381659663769725, 43.542206662947656], [1.380966569676106, 43.54187155786735], [1.380910125649391, 43.541985563554185], [1.380511063514561, 43.54278451127608], [1.381098727778344, 43.54304304310759], [1.374834789164066, 43.54643673553193], [1.368314760898144, 43.549695439614375], [1.368040843687867, 43.5499021940009], [1.369733243096964, 43.550624380392264], [1.372511694549196, 43.551761692990624], [1.373197308639116, 43.55208070243017], [1.373830095782858, 43.55244940991353], [1.37523638619791, 43.55333654589985]]]}";3155555;SAINT-SIMON;76;31;31701;31555;6168.36684203;953.629635964;4240.36669348;974.370512591;3065.81774829;446.300517264;2128.46323261;491.053998411;3102.54909375;507.3291187;2111.90346087;483.31651418;5082.60176604;412.803573593;4009.38703983;660.41115262;2630.7293681;200.386954914;2072.17564171;358.166771473;2451.87239794;212.416618679;1937.21139811;302.244381147;4528.64130319;309.73907769;3605.75668924;613.145536265;2428.32419161;158.544136803;1930.95660265;338.823452164;2100.31711158;151.194940887;1674.80008659;274.322084101;553.960462847;103.064495903;403.630350588;47.2656163556;202.405176486;351.555286361;1085.765076;435.088380188;650.676695807;531.31606103;245.377067934;285.938993095;240.162445254;120.051474762;120.110970492;314.286569712;69.6598374923;244.62673222;5090.60177013;1.05737744463;286.643301534;1551.81750165;1521.97821633;1061.37035295;611.99043402;4536.64130728;1.05737744463;265.520776485;1496.29764426;1415.21410131;883.268725765;475.282682017;4570.53293743;2453.63012428;2116.90281315;4047.31445416;2144.22608594;1903.08836822;523.218483273;309.404038339;213.814444934;738.422836482;635.046830003;120.913911293;514.132918709;103.376006479;3570.74922851;306.554383981;69.1130714058;19.5506929742;81.3470772888;327.713412514;193.391425051;2.11364570832;3316.93837962;1253.59455782;1102.5139636;76.9544564655;58.3197479601;15.8063897863;4577.53294102;116.086227245;89.8383721753;273.820230835;3644.68544863;453.102662134
43.5907159742,1.45407208147;"{""type"": ""Polygon"", ""coordinates"": [[[1.460126263635019, 43.587619145109954], [1.459917955004662, 43.58744439325988], [1.459420131880416, 43.58722008761627], [1.457915492113669, 43.586599115749195], [1.4573228224033121, 43.58636366068567], [1.455907534267748, 43.58577646789887], [1.4545036715146051, 43.58521110890338], [1.454285156509541, 43.585112897805864], [1.453467053013386, 43.58480943493311], [1.451911203067002, 43.58413878565633], [1.451621181939917, 43.58465120832852], [1.4514233641701781, 43.58500162102945], [1.451373359267051, 43.58503813030363], [1.4513072030740721, 43.58519939983422], [1.4511399853939722, 43.58576765984041], [1.450976928876438, 43.586318918508276], [1.450803546413135, 43.58703945812932], [1.450559703518456, 43.58785973595661], [1.450535226178193, 43.5879305003125], [1.45058785702954, 43.58806810448857], [1.450719324543895, 43.58824321911785], [1.450813722611948, 43.588460622161996], [1.44991526156112, 43.58892191791344], [1.449607919561301, 43.58910779223034], [1.449434613140213, 43.58929565920968], [1.449088140549959, 43.58966193152264], [1.448544778223092, 43.59022534464744], [1.448138247372564, 43.590778475843514], [1.447956717022651, 43.590993719291205], [1.44769504352411, 43.59125847137314], [1.446670255829898, 43.592155861534486], [1.445487543862658, 43.593079441911165], [1.445821775543316, 43.59318803810957], [1.4459687598161661, 43.593195815758854], [1.44615317414721, 43.59322470651525], [1.446440596353364, 43.59332914535327], [1.447827310158841, 43.593831081678275], [1.448490712063633, 43.594038755672294], [1.449238988261008, 43.59431805581267], [1.451582715737217, 43.59515953185057], [1.451915096781293, 43.594954926870216], [1.452381019459198, 43.59478636896188], [1.453012198866475, 43.594798865242964], [1.4534169873966931, 43.594890963841515], [1.453746556170497, 43.59505248076694], [1.453971188052007, 43.59535604514772], [1.4540213770616641, 43.59548322017246], [1.454016184043056, 43.59583513476395], [1.453904192915359, 43.5960140242483], [1.453560856202483, 43.59634344278614], [1.453686175222297, 43.59640780527516], [1.456028064395842, 43.59720754328839], [1.455974918357355, 43.59798673526036], [1.455930377029438, 43.59871207147772], [1.456654866432097, 43.59840264257884], [1.4566976768535531, 43.59814752065725], [1.4567192633764199, 43.597211970081574], [1.456694474064696, 43.594917425991355], [1.4567768959319811, 43.59471275707539], [1.457748851214874, 43.59368240517591], [1.458078090677755, 43.59333489542602], [1.458442904881288, 43.59295832820124], [1.459106377891852, 43.592277534727856], [1.459447406127874, 43.591835496873934], [1.459580950069765, 43.59151674134866], [1.459725943034267, 43.59139392513284], [1.4600970378233291, 43.59112052976421], [1.460293322255338, 43.59096120618925], [1.460424988135965, 43.59077016333756], [1.460457956420242, 43.59065215324348], [1.460556575748417, 43.59031798701852], [1.460713181798622, 43.58931347048647], [1.460897860966744, 43.58834701036304], [1.460954502311921, 43.58794629454073], [1.4608633545694292, 43.5876816189893], [1.460249490607824, 43.587647539467206], [1.460126263635019, 43.587619145109954]]]}";3155512;LE BUSCA;76;31;31701;31555;7096.00565132;2026.40393224;4283.69185052;785.909868556;3440.08304893;861.984786618;2186.8761236;391.22213871;3655.92260239;1164.41914562;2096.81572692;394.687729847;5149.88386927;732.143101955;3888.21712689;529.523640415;2634.58259088;335.947208748;2016.02641406;282.608968075;2515.30127838;396.195893208;1872.19071283;246.914672341;4496.31373895;569.192529177;3435.22655392;491.894655855;2303.99481387;260.449019256;1779.25300668;264.292787938;2192.31892508;308.74350992;1655.97354724;227.601867917;653.570130313;162.950572779;452.990572975;37.6289845599;330.587777011;322.982353303;1946.12178205;805.500458047;1140.62132401;1356.44741024;543.617700033;812.829710208;192.34468431;92.5258327065;99.8188516035;397.329687502;169.356925308;227.972762194;5138.88386364;0.0;256.454369959;2115.63179705;1147.73290413;1093.42606028;466.123784881;4488.31373486;0.0;241.305789291;2050.59002337;999.046749593;895.511096429;301.860076174;4569.29295265;2359.83564647;2209.45730618;3650.04281098;1814.76592703;1835.27688396;919.250141667;545.069719439;374.180422228;913.081203012;771.341394444;233.34016623;538.001228215;141.739808568;2866.10002484;479.076211908;69.1748168703;25.7134565926;209.978300769;451.081314711;464.249325602;3.91950135403;3440.73268217;1128.56027048;954.334083365;101.712662817;60.506832722;12.0066915733;4564.29295009;264.560650371;455.081750061;839.176785932;1892.78570323;1112.6880605
